,Naam_x,District,Verkiezingdatum,Vermogen,Naam_y,matched b1-nummer,indexnummer,nw0,Vermogen1,nw01
216,B. Berends,Meppel,11/06/1909,85138.85,H. Smeenge,01269,,,11.352038732126251,
217,F.C.J. Netscher,Enkhuizen,17/06/1913,253.33,N. Oosterbaan,01003,01003,5477.0,5.534692986630964,8.608312784783722
218,mr. P.W.A. Grevelink,Assen,30/11/1848,10229.13,J.T. Homan,00872,,,9.232994811340957,
219,mr. J. Tonckens,Assen,30/11/1848,,J.T. Homan,00872,,,,
220,mr. C. Hiddingh,Assen,30/11/1848,,J.T. Homan,00872,,,,
221,jhr.mr. H.J.L. van der Wijck,Assen,30/11/1848,260213.56,J.T. Homan,00872,,,12.469257957461314,
222,A. van der Vlies,Hoogeveen,26/12/1848,,G. de Serière,01257,01257,540471.855,,13.200197842550187
223,R.J.N. Walter,Grave,30/11/1848,,J.B.J. Hengst,00561,00561,413418.965,,12.932216800842765
224,C.J. de Bordes,Sneek,13/06/1871,3138.75,A. Moens,00931,00931,1750.0,8.051579910471794,7.4673710669175595
225,A. Brummelkamp sr.,Dokkum,12/06/1877,23507.11,B.P. van Harinxma thoe Slooten,00520,00520,1415907.0,10.065058207563753,14.163280873112809
226,mr. A. de Pinto,Zwolle,27/08/1850,,B.W.A.E. van Sloet tot Oldhuis,01260,01260,240349.575,,12.389849705065915
227,mr. A. de Pinto,Zwolle,27/08/1850,,A.J. Duymaer van Twist,00353,00353,279721.15,,12.541548493063463
228,mr. W.G. Hovy,Zwolle,09/04/1861,420498.12,J.P.J.A. graaf van Zuylen van Nijevelt,01602,01602,564527.69,12.949195287517131,13.243744713627468
229,mr. W.G. Hovy,Zwolle,10/06/1862,420498.12,G.A. de Meester,00891,,,12.949195287517131,
230,mr. C.P. Henny,Arnhem,02/05/1865,261152.34,J.P.J.A. graaf van Zuylen van Nijevelt,01602,01602,564527.69,12.472859194191905,13.243744713627468
231,mr. W.R. baron van Tuyll van Serooskerke,Utrecht,30/10/1866,560405.41,E. du Marchie van Voorthuysen,00878,00878,570020.14,13.236415747217093,13.25342697251986
232,mr. W.R. baron van Tuyll van Serooskerke,Utrecht,30/10/1866,560405.41,N.P.J. Kien,00697,,,13.236415747217093,
233,J.D. Kruseman,Hoorn,20/04/1852,,A.S. van Nierop,00963,,,,
234,S. de Vries,Hoorn,20/04/1852,,A.S. van Nierop,00963,,,,
235,H. Koomen,Hoorn,30/07/1858,,F.A. van Hall,00515,,,,
236,H. Raat,Hoorn,14/06/1864,,A.S. van Nierop,00963,,,,
